condition_snomed_id,speciality_id,weight
59051007,44,very_high
1771000119109,44,high
128200000,45,high
212372004,45,very_high
65966004,45,high
58150001,45,high
125606003,45,very_high
111245009,45,very_high
23697004,45,very_high
128060009,46,high
400047006,46,very_high
128210009,46,high
59282003,46,low
840580004,46,very_high
127014009,46,very_high
52011008,46,low
233959009,46,high
128053003,46,very_high
57054005,46,low
46659004,47,very_high
19133005,47,very_high
127295002,47,very_high
20610004,47,high
21454007,47,very_high
274152003,47,very_high
95453001,47,very_high
35984006,47,very_high
237722004,47,very_high
792004,47,very_high
68267002,47,very_high
125608002,47,high
230745008,47,very_high
78569004,47,very_high
74728003,47,medium
125606003,47,very_high
60404007,47,high
192970008,47,high
128608001,47,very_high
33595009,47,very_high
110030002,47,very_high
15771004,47,high
35386004,47,very_high
189179009,47,very_high
